uuid_1,uuid_2,title,subtitle,author_1_given_name,author_1_middle_name,author_1_surname,author_2_given_name,author_2_middle_name,author_2_surname
bot:315ee06d-7bb1-49d0-9f0c-c2294078061f,aud:5b7d8914-cc35-432f-8df0-e84b57f92ae1,0.13363057883719706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bot:317a7dfb-7610-4af5-87a1-fa954d115e2d,aud:5af951d7-a415-4d2b-8a5f-e12260205dc8,0.04495588579991925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bot:31a713e4-ef88-4ebe-b1e2-022afdacfa00,aud:0c71f497-f1cd-42f6-97db-1d08c8b80212,0.03632926614610437,0.04729433031322767,0.0,0.0,0.0,0.0,0.0,0.0
bot:31ec46cb-6f20-49eb-8369-057d06a8a46f,aud:8610e97e-da47-4e95-a701-dd64d8d20d56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bot:32d7a79f-89a7-455e-9b99-f1c535e75081,aud:79e1ebdd-2a31-4b16-8f89-fa86af80425e,0.0,0.0,1.0000000000000002,0.0,1.0,0.0,0.0,0.0
bot:337c0a27-3ef2-414a-af1c-67a260dda062,aud:22b466bf-5864-453d-ab1d-7c5b894c26f1,0.019213997062287713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bot:337c0a27-3ef2-414a-af1c-67a260dda062,aud:d08faf8e-c2b5-4126-a9df-cf42b084f78b,0.05138982396077009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bot:3395c2a3-40d5-48c2-9ad0-a4de9d712627,aud:982a9a5a-8823-47b9-9c88-850863d6ded6,0.02288948633775206,0.0,0.0,0.0,0.5438018511558778,0.0,0.0,0.0
bot:33bc582d-8d74-4437-b63c-e3eb97624bdd,aud:1b2bfd87-ead1-44e2-b991-51a782e2f908,0.9999999999999998,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,0.0,0.0
bot:3467572d-a37c-4f83-9a90-7bd36dcf785d,aud:f4353d19-3617-443c-a1bc-7240981aecca,0.057724384949708205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bot:351d1f7e-de96-4927-a4ee-975cf217bc7e,aud:55f2ff9b-2a74-4dfb-8fae-230adb424f50,0.0,0.0,0.13570959712698477,0.0,0.11486707346834402,0.0,0.0,0.0
bot:351d1f7e-de96-4927-a4ee-975cf217bc7e,aud:87ee8004-c365-495f-a486-4cc2648ffe7e,0.0,0.0,0.13570959712698477,0.0,0.11486707346834402,0.0,0.0,0.0
bot:35a1775d-7474-45bf-8355-89f03a7be99a,aud:158895c3-fb1b-45ee-8cac-3f60eb37c9a6,0.0,0.054563315516553204,0.9999999999999994,0.0,1.0,0.0,0.0,0.0
bot:35a1775d-7474-45bf-8355-89f03a7be99a,aud:2d3adcc9-9a65-4f98-a300-8086768f3b94,0.0,0.10220896278217226,0.9999999999999994,0.0,1.0,0.0,0.0,0.0
bot:35a1775d-7474-45bf-8355-89f03a7be99a,aud:9612f946-f1d9-4a51-9e5a-b8a0d13ff18e,0.0,0.04921403365553489,0.9999999999999994,0.0,1.0,0.0,0.0,0.0
